0.000000000000000000e+00	2.964866999999999919e+01
1.000000000000000000e+00	2.964987558333333340e+01
2.000000000000000000e+00	2.965108116666666405e+01
3.000000000000000000e+00	2.965228674999999825e+01
4.000000000000000000e+00	2.965349233333333245e+01
5.000000000000000000e+00	2.965469791666666666e+01
6.000000000000000000e+00	2.965590350000000086e+01
7.000000000000000000e+00	2.965710908333333151e+01
8.000000000000000000e+00	2.965831466666666572e+01
9.000000000000000000e+00	2.965952024999999992e+01
1.000000000000000000e+01	2.966072583333333057e+01
1.100000000000000000e+01	2.966193141666666477e+01
1.200000000000000000e+01	2.966313699999999898e+01
1.300000000000000000e+01	2.965937525000000008e+01
1.400000000000000000e+01	2.965561350000000118e+01
1.500000000000000000e+01	2.965185174999999873e+01
1.600000000000000000e+01	2.964808999999999983e+01
1.700000000000000000e+01	2.964432825000000093e+01
1.800000000000000000e+01	2.964056649999999848e+01
1.900000000000000000e+01	2.963680474999999959e+01
2.000000000000000000e+01	2.963304300000000069e+01
2.100000000000000000e+01	2.962928125000000179e+01
2.200000000000000000e+01	2.962551950000000289e+01
2.300000000000000000e+01	2.962175775000000044e+01
2.400000000000000000e+01	2.961799600000000154e+01
2.500000000000000000e+01	2.961506058333333513e+01
2.600000000000000000e+01	2.961212516666666872e+01
2.700000000000000000e+01	2.960918975000000231e+01
2.800000000000000000e+01	2.960625433333333589e+01
2.900000000000000000e+01	2.960331891666666948e+01
3.000000000000000000e+01	2.960038349999999951e+01
3.100000000000000000e+01	2.959744808333333310e+01
3.200000000000000000e+01	2.959451266666666669e+01
3.300000000000000000e+01	2.959157725000000028e+01
3.400000000000000000e+01	2.958864183333333386e+01
3.500000000000000000e+01	2.958570641666666745e+01
3.600000000000000000e+01	2.958277100000000104e+01
3.700000000000000000e+01	2.959114966666666646e+01
3.800000000000000000e+01	2.959952833333333544e+01
3.900000000000000000e+01	2.960790700000000086e+01
4.000000000000000000e+01	2.961628566666666629e+01
4.100000000000000000e+01	2.962466433333333526e+01
4.200000000000000000e+01	2.963304300000000069e+01
4.300000000000000000e+01	2.964142166666666611e+01
4.400000000000000000e+01	2.964980033333333509e+01
4.500000000000000000e+01	2.965817900000000051e+01
4.600000000000000000e+01	2.966655766666666594e+01
4.700000000000000000e+01	2.967493633333333491e+01
4.800000000000000000e+01	2.968331500000000034e+01
4.900000000000000000e+01	2.967419533333333348e+01
5.000000000000000000e+01	2.966507566666666662e+01
